id,Attrition
1851,0.39684582
1852,0.04801245
1853,0.19264327
1854,0.1334187
1855,0.9103309
1856,0.59846777
1857,0.0069410303
1858,0.22256626
1859,0.004666418
1860,0.0012342593
1861,0.2681559
1862,0.004956993
1863,0.54722196
1864,0.010473147
1865,0.04179896
1866,0.34520578
1867,0.0031207204
1868,0.8779176
1869,0.62824804
1870,0.39397442
1871,0.06410916
1872,0.008001394
1873,0.054819014
1874,0.048938632
1875,0.014355668
1876,0.19011803
1877,0.09308642
1878,0.016134135
1879,0.008451811
1880,0.528047
1881,0.015450027
1882,0.07110443
1883,0.013871172
1884,0.002015884
1885,0.0191834
1886,0.4344522
1887,0.0011841779
1888,0.025947321
1889,0.10761988
1890,0.6022648
1891,0.038203664
1892,0.70468014
1893,0.062197745
1894,0.1431592
1895,0.021415714
1896,0.0073976866
1897,0.050930664
1898,0.26293612
1899,0.0033809028
1900,0.5394712
1901,0.018362511
1902,0.0007385464
1903,0.0048551015
1904,0.74978626
1905,0.009711663
1906,0.07507833
1907,0.7110965
1908,0.30543846
1909,0.017520495
1910,0.090847276
1911,0.028351508
1912,0.00024197038
1913,0.013904354
1914,0.043252394
1915,0.041086223
1916,0.3392531
1917,0.32939228
1918,0.055918947
1919,0.092135094
1920,0.0012397204
1921,0.057681885
1922,0.0041459464
1923,0.042442426
1924,0.9119707
1925,0.0002398382
1926,0.24029638
1927,0.009667847
1928,0.00957832
1929,0.01861053
1930,0.4150715
1931,0.273762
1932,0.0062048403
1933,0.018909367
1934,0.94243157
1935,0.008931718
1936,0.8197057
1937,0.0582483
1938,0.75657755
1939,0.16238104
1940,0.01267376
1941,0.024647105
1942,0.40151104
1943,0.216082
1944,0.010604185
1945,0.0021748813
1946,0.09298436
1947,0.35945028
1948,0.20029783
1949,0.038094755
1950,0.010839027
1951,0.043376107
1952,0.272227
1953,0.00019155821
1954,0.015018662
1955,0.0013979445
1956,0.0027383638
1957,0.07955776
1958,0.27780023
1959,0.0027097203
1960,0.89875066
1961,0.012219092
1962,0.015863791
1963,0.053590063
1964,0.8417863
1965,0.55236125
1966,0.00056723296
1967,0.7454724
1968,0.8203574
1969,0.023006242
1970,0.95802593
1971,0.9870063
1972,0.12890743
1973,0.0028150466
1974,0.9441603
1975,0.010765924
1976,0.44917628
1977,0.02640439
1978,0.0021414033
1979,0.030756986
1980,0.0070356405
1981,0.050382383
1982,0.0015514157
1983,0.53652984
1984,0.71673775
1985,0.41973945
1986,0.0058576833
1987,0.0004941624
1988,0.032028034
1989,0.9008062
1990,0.01898923
1991,0.004446091
1992,0.008474466
1993,0.0013534783
1994,0.0034966497
1995,0.26362875
1996,0.03831665
1997,0.057100028
1998,0.0043625706
1999,0.011440261
2000,0.31879368
2001,0.018039001
2002,0.030542733
2003,0.8700922
2004,0.3994333
2005,0.005769607
2006,0.001094028
2007,0.07984927
2008,0.47204575
2009,0.0010140679
2010,0.13090503
2011,0.27168092
2012,0.0008839576
2013,0.0645229
2014,0.0022589562
2015,0.00068581355
2016,0.023750413
2017,0.5077204
2018,0.04529736
2019,0.10126455
2020,0.0087297065
2021,5.86715e-05
2022,0.002199392
2023,0.663589
2024,0.6302684
2025,0.4132191
2026,0.072405815
2027,0.010797186
2028,0.012692259
2029,0.016716566
2030,0.0042628977
2031,0.0048201624
2032,0.0016120886
2033,0.04632056
2034,0.0038688802
2035,0.05930821
2036,0.197495
2037,0.7614892
2038,0.22730413
2039,0.008573216
2040,0.65542144
2041,0.29756066
2042,0.058084056
2043,0.60705554
2044,0.16743813
2045,0.0016263586
2046,0.34756333
2047,0.062255036
2048,0.044713803
2049,0.024805352
2050,0.057288505
2051,0.042019803
2052,0.14851385
2053,0.20459697
2054,0.31920835
2055,0.8411039
2056,0.9637667
2057,0.58892757
2058,0.04635202
2059,0.06104201
2060,0.0002859031
2061,0.31450635
2062,0.6197425
2063,0.5469254
2064,0.0063290386
2065,0.6915959
2066,0.0018893454
2067,0.14224032
2068,0.021866428
2069,0.72307456
2070,0.011180466
2071,0.10128035
2072,0.08218885
2073,0.040868316
2074,0.17737699
2075,0.029225549
2076,0.12197842
2077,0.4182141
2078,0.0017335955
2079,0.02190202
2080,0.35287344
2081,0.66445947
2082,0.00034366184
2083,0.099065855
2084,0.094855845
2085,0.008453753
2086,0.011305474
2087,0.03146782
2088,0.9867287
2089,0.021481318
2090,0.09447075
2091,0.01158756
2092,0.0049629137
2093,0.20832595
2094,0.0014443176
2095,0.8712951
2096,0.0060319984
2097,0.0007286237
2098,0.0013922806
2099,0.48364434
2100,0.106534585
2101,0.15869309
2102,0.8845558
2103,0.00040139857
2104,0.12663068
2105,0.06300829
2106,0.049675617
2107,0.04935092
2108,0.0009420836
2109,0.012851467
2110,0.006813447
2111,0.057033908
2112,0.00881061
2113,0.98122853
2114,0.13231108
2115,0.06551278
2116,0.006929848
2117,0.00071673765
2118,0.0017507509
2119,0.06781861
2120,0.011356665
2121,0.080425344
2122,0.46773523
2123,0.0006649804
2124,0.006102448
2125,0.36453575
2126,0.09540526
2127,0.008908681
2128,0.48735258
2129,0.00013130558
2130,0.9737399
2131,0.01194619
2132,0.00635303
2133,0.5010295
2134,0.029911477
2135,0.07940171
2136,0.26261514
2137,0.020256745
2138,0.8256254
2139,0.19801398
2140,0.0035007661
2141,0.079079516
2142,0.9865736
2143,0.00016900031
2144,0.01490336
2145,0.24275711
2146,0.9646113
2147,0.043225862
2148,0.0017354169
2149,0.09233951
2150,0.9015122
2151,0.041692633
2152,0.00920102
2153,0.02977344
2154,0.00010941172
2155,0.03534725
2156,0.051207107
2157,0.33384883
2158,0.5734239
2159,0.021193717
2160,0.01922384
2161,0.16674292
2162,0.0019923486
2163,0.35634562
2164,0.084617734
2165,0.26796645
2166,0.008103482
2167,0.0025976028
2168,0.39530167
2169,0.047635708
2170,0.048310746
2171,0.0041449424
2172,0.008330246
2173,0.23196593
2174,0.0039032209
2175,0.039706092
2176,0.09029944
2177,0.056753907
2178,0.119259804
2179,0.005912178
2180,0.9914717
2181,0.073632985
2182,0.12461101
2183,0.020681161
2184,0.030209584
2185,0.05464756
2186,0.0039027263
2187,0.106276974
2188,0.29319808
2189,0.016394194
2190,0.0043777577
2191,0.0010230308
2192,0.2529735
2193,0.17552818
2194,0.0017198118
2195,0.0017515027
2196,0.034360938
2197,0.1012524
2198,0.0014497546
2199,0.03741913
2200,0.017772865
2201,0.20914657
2202,0.98168844
2203,0.20541605
2204,0.13236783
2205,0.98195606
2206,0.05420796
2207,0.18441707
2208,0.013808222
2209,0.004504149
2210,0.7594641
2211,0.31611323
2212,0.11341349
2213,0.033114985
2214,0.00025811713
2215,0.93751806
2216,0.93664193
2217,0.0867103
2218,0.0765581
2219,0.41322124
2220,0.801392
2221,0.0074199187
2222,0.08691528
2223,0.042285588
2224,0.094927885
2225,0.14853753
2226,0.011479468
2227,0.009777272
2228,0.00039464844
2229,0.22709285
2230,0.0018787778
2231,0.23745449
2232,0.010780717
2233,0.033359844
2234,0.14249817
2235,0.0009522875
2236,0.0018841147
2237,0.037408307
2238,0.00020889402
2239,0.0803401
2240,0.0012382723
2241,0.019351404
2242,0.6809864
2243,0.0013603177
2244,0.0069864662
2245,0.25569782
2246,0.12426675
2247,0.48770013
2248,0.016811725
2249,0.0002688663
2250,0.6472798
2251,0.9276897
2252,0.036857232
2253,0.18852425
2254,0.012918807
2255,0.42446914
2256,0.36046594
2257,0.008425111
2258,0.043176115
2259,0.0553966
2260,0.2703007
2261,0.00027328986
2262,0.21846724
2263,0.054229803
2264,0.29101032
2265,0.48901868
2266,0.04193669
2267,0.0032494753
2268,0.96594507
2269,7.466252e-05
2270,0.029502269
2271,0.9682299
2272,0.9944218
2273,0.5142472
2274,0.052225143
2275,0.031920876
2276,0.012979107
2277,0.4796675
2278,0.46468773
2279,0.0025852064
2280,0.06165466
2281,0.12584391
2282,0.68292063
2283,0.73179615
2284,0.018846259
2285,0.021611007
2286,0.01572194
2287,0.0050487425
2288,0.0074462895
2289,0.0013127927
2290,0.9682939
2291,0.124492094
2292,0.49867767
2293,0.0077891955
2294,0.8291143
2295,0.022596957
2296,0.15346596
2297,0.0030024268
2298,0.005972463
2299,0.2915553
2300,0.062149033
2301,0.9242026
2302,0.33091748
2303,0.7532471
2304,0.6073567
2305,0.02358753
2306,0.0047067055
2307,0.43510243
2308,0.6273581
2309,0.26155263
2310,0.0062102024
2311,0.0055416385
2312,0.48567772
2313,0.0067355908
2314,0.101738274
2315,0.018668577
2316,0.093845926
2317,0.0008878032
2318,0.019164737
2319,0.7623564
2320,0.06663262
2321,0.0055815894
2322,0.40405288
2323,0.0016659129
2324,0.0074774697
2325,0.02563068
2326,0.11351686
2327,0.8047534
2328,0.24520917
2329,0.0015052747
2330,0.04439979
2331,0.0015191712
2332,0.26512352
2333,0.21368918
2334,0.0068966136
2335,0.005142584
2336,0.1080092
2337,0.031539414
2338,0.028084828
2339,0.03504528
2340,0.012665253
2341,0.42125806
2342,0.00025202858
2343,0.61743456
2344,0.00028197115
2345,0.07859247
2346,0.045662463
2347,0.00382052
2348,0.00017246102
2349,0.8857578
2350,0.0017425838
2351,0.095862836
2352,0.18844643
2353,0.19669747
2354,0.27835602
2355,0.46745464
2356,0.052168317
2357,0.006832084
2358,0.0068724747
2359,0.07366304
2360,0.018846024
2361,0.3784154
2362,0.034531962
2363,0.0018215021
2364,0.006923504
2365,0.13040343
2366,0.0014728275
2367,0.015666427
2368,0.97237563
2369,0.37608677
2370,0.009344693
2371,0.0049664285
2372,0.0331075
2373,0.002236247
2374,0.022711633
2375,0.078966334
2376,0.14567484
2377,0.1188678
2378,0.15432417
2379,0.040446177
2380,0.074095905
2381,0.008783239
2382,0.00085035904
2383,0.003599161
2384,0.7858076
2385,0.34559554
2386,0.008276954
2387,0.06457252
2388,0.002433979
2389,0.008743024
2390,0.009190984
2391,0.0017791162
2392,0.007225574
2393,0.01562449
2394,0.061734512
2395,0.011936582
2396,0.0050817314
2397,0.3743755
2398,0.029750574
2399,0.20571367
2400,0.002016314
2401,0.07128121
2402,0.0007780849
2403,0.76095146
2404,0.02195649
2405,0.29782087
2406,0.7835401
2407,0.10526805
2408,0.04418843
2409,0.99262416
2410,0.18652105
2411,0.005999056
2412,0.37810653
2413,0.7599985
2414,0.559454
2415,0.19700338
2416,0.0663167
2417,0.024189347
2418,0.9639328
2419,0.013557193
2420,0.0016360601
2421,0.0007061367
2422,0.7055574
2423,0.33873352
2424,0.0005839919
2425,0.99928194
2426,0.18203765
2427,0.0056776907
2428,0.008362419
2429,0.0022941597
2430,0.44291687
2431,0.0327279
2432,0.0038401608
2433,0.050902206
2434,0.015208297
2435,0.011325126
2436,0.16924202
2437,0.5137914
2438,0.031916153
2439,0.0042289943
2440,0.76302844
2441,0.066812195
2442,0.0496348
2443,0.994239
2444,0.0011612683
2445,0.23569033
2446,0.5264847
2447,0.017006023
2448,0.06307117
2449,0.26379713
2450,0.32904935
2451,0.0054683695
2452,0.6308436
2453,0.97440964
2454,0.28918606
2455,0.28867945
2456,0.21748038
2457,0.004249927
2458,0.016684305
2459,0.0013986996
2460,0.00038452313
2461,0.21196057
2462,0.07820419
2463,0.8819687
2464,0.46853262
2465,0.1277261
2466,0.01758984
2467,0.011436967
2468,0.0094490275
2469,0.00012110043
2470,0.77643573
2471,0.18733917
2472,0.030676758
2473,0.0012079357
2474,0.0024256883
2475,0.0035716493
2476,0.7069785
2477,0.15473755
2478,0.04343159
2479,0.22369206
2480,0.890609
2481,0.98869574
2482,0.031884957
2483,0.95347804
2484,0.00041463063
2485,0.51238894
2486,0.03380872
2487,0.85968894
2488,0.88107544
2489,0.5153424
2490,0.001128304
2491,0.50651455
2492,0.03736432
2493,0.95304406
2494,0.9860961
2495,0.13638955
2496,0.29852483
2497,0.022960227
2498,0.18784146
2499,0.047904857
2500,0.19903164
2501,0.058302853
2502,0.023343865
2503,0.46303844
2504,0.08940362
2505,0.23463053
2506,0.0012713682
2507,0.0014154555
2508,0.0021371655
2509,0.026033133
2510,0.589242
2511,0.86255777
2512,0.09691244
2513,0.32692295
2514,0.9049095
2515,0.011879203
2516,0.15429077
2517,0.017686615
2518,0.00011704428
2519,0.98987204
2520,0.86205596
2521,0.01928813
2522,0.072175935
2523,0.05167023
2524,0.012075587
2525,0.022500692
2526,0.112458155
2527,0.11363334
2528,0.9095325
2529,0.13444407
2530,0.39882648
2531,0.08968254
2532,0.22770296
2533,0.00989073
2534,0.0067916396
2535,0.03036993
2536,0.7645428
2537,0.016224792
2538,0.054367207
2539,0.0045451536
2540,0.009234552
2541,0.012053995
2542,0.99058
2543,0.1646057
2544,0.21988542
2545,0.2586541
2546,0.0019779445
2547,0.11390554
2548,0.013865316
2549,0.107524775
2550,0.69118017
2551,0.40315208
2552,9.21645e-05
2553,0.0039588483
2554,0.066569306
2555,0.0070286714
2556,0.99963987
2557,0.103175975
2558,0.6547375
2559,0.008586078
2560,0.1914335
2561,0.43107963
2562,0.005914275
2563,0.24317354
2564,0.24863112
2565,0.047168296
2566,0.74676687
2567,0.08588611
2568,0.46292916
2569,0.014767796
2570,0.039336268
2571,0.98698914
2572,0.32556218
2573,0.12751205
2574,0.0062761833
2575,0.0062319473
2576,0.1855983
2577,0.9883796
2578,0.0009954959
2579,0.07668365
2580,0.49075916
2581,0.9092903
2582,0.45310998
2583,0.008633809
2584,0.034274608
2585,0.9435633
2586,0.3559827
2587,0.1045494
2588,0.34393376
2589,0.0004132375
2590,0.040073965
2591,0.66496557
2592,0.025942802
2593,0.0038229108
2594,0.46020988
2595,0.028024156
2596,0.055666797
2597,0.27329424
2598,0.0051100673
2599,0.0019391313
2600,0.27852464
2601,0.006791643
2602,0.0031364085
2603,0.58568645
2604,0.7612751
2605,0.114568
2606,0.038278732
2607,0.0001316053
2608,0.2694051
2609,0.067969956
2610,0.0009474859
2611,0.00034160362
2612,0.0015283171
2613,0.032702655
2614,0.05770293
2615,0.808666
2616,0.034479685
2617,0.29916006
2618,0.21757051
2619,0.06053289
2620,0.27750057
2621,0.29906902
2622,0.8982239
2623,0.041588165
2624,0.008783704
2625,0.0034522142
2626,0.3773147
2627,0.048419118
2628,0.049007736
2629,0.019278813
2630,0.08327649
2631,0.9146483
2632,0.08471628
2633,0.017835861
2634,0.044868067
2635,0.012249454
2636,0.4109224
2637,0.0047689425
2638,0.0008956498
2639,0.009457792
2640,0.6348446
2641,0.012410494
2642,0.0013143546
2643,0.018488621
2644,0.022314621
2645,0.997971
2646,0.38639975
2647,0.0032124186
2648,0.016787851
2649,0.88546455
2650,0.69878346
2651,0.8069295
2652,0.009733016
2653,0.8966324
2654,0.7786423
2655,0.38248166
2656,0.013798355
2657,0.03124298
2658,0.6438186
2659,0.009607242
2660,0.005141674
2661,0.07152697
2662,0.18003076
2663,0.23971076
2664,0.04188867
2665,0.031575494
2666,0.202479
2667,0.012705327
2668,0.1917882
2669,0.006030135
2670,0.008892864
2671,0.79029256
2672,0.001376789
2673,0.0050899037
2674,0.43966824
2675,0.0062082605
2676,0.9952832
2677,0.951958
2678,0.12403036
2679,0.18786827
2680,0.8152239
2681,0.73767173
2682,0.004295954
2683,0.0030752323
2684,0.0935286
2685,0.0013596066
2686,0.031247102
2687,0.754607
2688,0.053315993
2689,0.11916901
2690,0.061013624
2691,0.019970251
2692,0.004057474
2693,0.01165105
2694,0.09007132
2695,0.7012735
2696,0.7259787
2697,0.020203695
2698,0.046832208
2699,0.040217776
2700,0.0031075603
2701,0.0038462982
2702,0.0026925232
2703,0.0052013453
2704,0.17829032
2705,0.018575897
2706,0.048777748
2707,0.028153926
2708,0.021162398
2709,0.012566127
2710,0.14042108
2711,0.9204446
2712,0.75090164
2713,0.23952658
2714,0.00350966
2715,0.58443093
2716,0.010718206
2717,0.0029018493
2718,0.18277544
2719,0.056769572
2720,0.7780446
2721,0.0007961387
2722,0.20318632
2723,0.41751492
2724,0.20723495
2725,0.6821293
2726,0.052120887
2727,0.10849529
2728,0.14584565
2729,0.043216802
2730,0.014908905
2731,0.013939224
2732,0.0021612614
2733,0.035945076
2734,0.009328313
2735,0.101466
2736,0.3084213
2737,2.2795495e-05
2738,0.92674845
2739,0.066429004
2740,0.07180471
2741,0.0152498465
2742,0.07964382
2743,0.61321765
2744,0.62711847
2745,0.9836405
2746,8.505937e-05
2747,0.0009908638
2748,0.20584947
2749,0.29787543
2750,0.065509446
2751,0.6771618
2752,0.002472483
2753,0.14613008
2754,0.00063809246
2755,0.115668945
2756,0.07654777
2757,0.0076820296
2758,0.93543035
2759,0.002728647
2760,0.0013606831
2761,0.8087289
2762,0.56861955
2763,0.03955007
2764,0.047441665
2765,0.035827562
2766,1.3910871e-05
2767,0.11881556
2768,0.082899585
2769,0.004547467
2770,0.55207396
2771,0.4333821
2772,0.5482579
2773,0.051970333
2774,0.088715926
2775,0.92468923
2776,0.8791343
2777,0.041541524
2778,0.17708626
2779,0.15764214
2780,0.00016316136
2781,0.35938877
2782,0.00094333384
2783,0.31442344
2784,0.028190397
2785,0.3433832
2786,0.9423834
2787,0.29063419
2788,0.11049844
2789,0.027688565
2790,0.08814981
2791,0.17906429
2792,6.915025e-05
2793,0.021003915
2794,0.007866638
2795,0.00024220976
